0.self_attn,0.mlp,1.self_attn,1.mlp,2.self_attn,2.mlp,3.self_attn,3.mlp,4.self_attn,4.mlp,5.self_attn,5.mlp,6.self_attn,6.mlp,7.self_attn,7.mlp,8.self_attn,8.mlp,9.self_attn,9.mlp,10.self_attn,10.mlp,11.self_attn,11.mlp,12.self_attn,12.mlp,13.self_attn,13.mlp,14.self_attn,14.mlp,15.self_attn,15.mlp,16.self_attn,16.mlp,17.self_attn,17.mlp,18.self_attn,18.mlp,19.self_attn,19.mlp,20.self_attn,20.mlp,21.self_attn,21.mlp,22.self_attn,22.mlp,23.self_attn,23.mlp,24.self_attn,24.mlp,25.self_attn,25.mlp,26.self_attn,26.mlp,27.self_attn,27.mlp,28.self_attn,28.mlp,29.self_attn,29.mlp,30.self_attn,30.mlp,31.self_attn,31.mlp,32.self_attn,32.mlp,33.self_attn,33.mlp,34.self_attn,34.mlp,35.self_attn,35.mlp,36.self_attn,36.mlp,37.self_attn,37.mlp,38.self_attn,38.mlp,39.self_attn,39.mlp
2.82275390625,3.6005859375,0.15972900390625,3.1240234375,0.04238128662109375,0.08233642578125,0.100433349609375,1.0732421875,0.026767730712890625,0.041568756103515625,0.013568878173828125,0.0321044921875,0.017536163330078125,0.0386962890625,0.016956329345703125,0.02600860595703125,0.0166168212890625,0.027393341064453125,0.017578125,0.0192718505859375,0.012788772583007812,0.01476287841796875,0.04865264892578125,0.014059066772460938,0.014322280883789062,0.014127731323242188,0.012714385986328125,0.01422882080078125,0.0142364501953125,0.013988494873046875,0.012210845947265625,0.016176223754882812,0.011671066284179688,0.01801300048828125,0.012098312377929688,0.01721954345703125,0.0071887969970703125,0.018077850341796875,0.006703376770019531,0.0185394287109375,0.007931709289550781,0.01844024658203125,0.012165069580078125,0.02263641357421875,0.0049610137939453125,0.018610000610351562,0.0050258636474609375,0.016139984130859375,0.007641792297363281,0.015926361083984375,0.0033273696899414062,0.014822006225585938,0.0030541419982910156,0.014713287353515625,0.0025153160095214844,0.013757705688476562,0.0029506683349609375,0.012302398681640625,0.0027751922607421875,0.012285232543945312,0.0030922889709472656,0.012958526611328125,0.0032434463500976562,0.012964248657226562,0.0033855438232421875,0.013944625854492188,0.0024144649505615234,0.014987945556640625,0.0033202171325683594,0.016820907592773438,0.004113674163818359,0.016351699829101562,0.007564544677734375,0.04192352294921875,0.01004791259765625,0.02984619140625,0.019260406494140625,0.0660400390625,0.03388214111328125,0.1011962890625
