0.self_attn,0.mlp,1.self_attn,1.mlp,2.self_attn,2.mlp,3.self_attn,3.mlp,4.self_attn,4.mlp,5.self_attn,5.mlp,6.self_attn,6.mlp,7.self_attn,7.mlp,8.self_attn,8.mlp,9.self_attn,9.mlp,10.self_attn,10.mlp,11.self_attn,11.mlp,12.self_attn,12.mlp,13.self_attn,13.mlp,14.self_attn,14.mlp,15.self_attn,15.mlp,16.self_attn,16.mlp,17.self_attn,17.mlp,18.self_attn,18.mlp,19.self_attn,19.mlp,20.self_attn,20.mlp,21.self_attn,21.mlp,22.self_attn,22.mlp,23.self_attn,23.mlp,24.self_attn,24.mlp,25.self_attn,25.mlp,26.self_attn,26.mlp,27.self_attn,27.mlp,28.self_attn,28.mlp,29.self_attn,29.mlp,30.self_attn,30.mlp,31.self_attn,31.mlp,32.self_attn,32.mlp,33.self_attn,33.mlp,34.self_attn,34.mlp,35.self_attn,35.mlp,36.self_attn,36.mlp,37.self_attn,37.mlp,38.self_attn,38.mlp,39.self_attn,39.mlp
2.833970069885254,3.600637674331665,0.1596895456314087,3.0829336643218994,0.0427393764257431,0.08269506692886353,0.10384675115346909,1.0757578611373901,0.027104508131742477,0.04171113669872284,0.013737857341766357,0.03234642744064331,0.017663966864347458,0.03889327123761177,0.017125863581895828,0.026245927438139915,0.016771040856838226,0.027464047074317932,0.017751455307006836,0.01949833706021309,0.012964330613613129,0.014942983165383339,0.04905443638563156,0.014272695407271385,0.01450095884501934,0.014381250366568565,0.012894174084067345,0.01444859616458416,0.014426784589886665,0.014305301010608673,0.012493046000599861,0.016406597569584846,0.011838668026030064,0.018252097070217133,0.012263122946023941,0.017757520079612732,0.007375836372375488,0.018244560807943344,0.006911796052008867,0.018725991249084473,0.008140945807099342,0.018784109503030777,0.012361055240035057,0.02284920960664749,0.005151211284101009,0.018765147775411606,0.005204305052757263,0.016322875395417213,0.007804015651345253,0.016138475388288498,0.0035099596716463566,0.015079536475241184,0.0032255619298666716,0.014895724132657051,0.002703951671719551,0.01393125206232071,0.00310235726647079,0.012476889416575432,0.0029454007744789124,0.012429948896169662,0.0032605212181806564,0.01308094710111618,0.003400190966203809,0.01312306709587574,0.0035461816005408764,0.01409761980175972,0.002570638433098793,0.015086328610777855,0.0034874333068728447,0.01699700765311718,0.004289696924388409,0.01651851087808609,0.007712879218161106,0.04201658070087433,0.010176507756114006,0.030003540217876434,0.019395049661397934,0.06612198054790497,0.03392881900072098,0.10126351565122604
