0.self_attn,0.mlp,1.self_attn,1.mlp,2.self_attn,2.mlp,3.self_attn,3.mlp,4.self_attn,4.mlp,5.self_attn,5.mlp,6.self_attn,6.mlp,7.self_attn,7.mlp,8.self_attn,8.mlp,9.self_attn,9.mlp,10.self_attn,10.mlp,11.self_attn,11.mlp,12.self_attn,12.mlp,13.self_attn,13.mlp,14.self_attn,14.mlp,15.self_attn,15.mlp,16.self_attn,16.mlp,17.self_attn,17.mlp,18.self_attn,18.mlp,19.self_attn,19.mlp,20.self_attn,20.mlp,21.self_attn,21.mlp,22.self_attn,22.mlp,23.self_attn,23.mlp,24.self_attn,24.mlp,25.self_attn,25.mlp,26.self_attn,26.mlp,27.self_attn,27.mlp,28.self_attn,28.mlp,29.self_attn,29.mlp,30.self_attn,30.mlp,31.self_attn,31.mlp,32.self_attn,32.mlp,33.self_attn,33.mlp,34.self_attn,34.mlp,35.self_attn,35.mlp,36.self_attn,36.mlp,37.self_attn,37.mlp,38.self_attn,38.mlp,39.self_attn,39.mlp,40.self_attn,40.mlp,41.self_attn,41.mlp,42.self_attn,42.mlp,43.self_attn,43.mlp,44.self_attn,44.mlp,45.self_attn,45.mlp,46.self_attn,46.mlp,47.self_attn,47.mlp,48.self_attn,48.mlp,49.self_attn,49.mlp,50.self_attn,50.mlp,51.self_attn,51.mlp,52.self_attn,52.mlp,53.self_attn,53.mlp,54.self_attn,54.mlp,55.self_attn,55.mlp,56.self_attn,56.mlp,57.self_attn,57.mlp,58.self_attn,58.mlp,59.self_attn,59.mlp,60.self_attn,60.mlp,61.self_attn,61.mlp,62.self_attn,62.mlp,63.self_attn,63.mlp,64.self_attn,64.mlp,65.self_attn,65.mlp,66.self_attn,66.mlp,67.self_attn,67.mlp,68.self_attn,68.mlp,69.self_attn,69.mlp,70.self_attn,70.mlp,71.self_attn,71.mlp,72.self_attn,72.mlp,73.self_attn,73.mlp,74.self_attn,74.mlp,75.self_attn,75.mlp,76.self_attn,76.mlp,77.self_attn,77.mlp,78.self_attn,78.mlp,79.self_attn,79.mlp
0.3785366415977478,0.0639297142624855,0.1765415370464325,0.05730564147233963,0.0321502760052681,3.5178544521331787,0.01580553501844406,0.02092660963535309,0.0103371050208807,0.00953707192093134,0.0070019857957959175,0.008483381941914558,0.007712394930422306,0.00878460519015789,0.005727031268179417,0.00945232342928648,0.013260841369628906,0.9437422752380371,0.006381848827004433,0.017425335943698883,0.0044762128964066505,0.014128465205430984,0.0037143032532185316,0.010815877467393875,0.005872764158993959,0.010674230754375458,0.010340387932956219,0.0082419253885746,0.004803306423127651,0.008826186880469322,0.007532637100666761,0.010095885023474693,0.003686322132125497,0.009162954986095428,0.011941108852624893,0.011531108058989048,0.005831918679177761,0.011647642590105534,0.005177422426640987,0.011754736304283142,0.0029916653875261545,0.00898304209113121,0.002765893004834652,0.008272040635347366,0.0017771627753973007,0.0074223000556230545,0.0017677776049822569,0.007856161333620548,0.002755067776888609,0.007167831528931856,0.013975323177874088,0.006892752833664417,0.0034779238048940897,0.006889581214636564,0.0030974894762039185,0.006342307664453983,0.0019514512969180942,0.005957227665930986,0.0018837782554328442,0.0059771351516246796,0.0018949660006910563,0.005908920429646969,0.002168685430660844,0.006532910745590925,0.0031106332316994667,0.006887318566441536,0.004472372122108936,0.00720652099698782,0.010338490828871727,0.007349892519414425,0.0024829653557389975,0.00678675901144743,0.004994532093405724,0.006811174564063549,0.0028737413231283426,0.007062328048050404,0.003477051854133606,0.008196301758289337,0.006135128438472748,0.009912390261888504,0.009901151992380619,0.008249231614172459,0.006925497204065323,0.009271001443266869,0.007376519963145256,0.010236721485853195,0.003758958075195551,0.011309093795716763,0.008253110572695732,0.012488773092627525,0.001955679152160883,0.011054331436753273,0.0012187318643555045,0.010716414079070091,0.002688503125682473,0.010411227121949196,0.001007254235446453,0.009311954490840435,0.0007966692792251706,0.009498635306954384,0.0005472641787491739,0.009345261380076408,0.001657960470765829,0.008988762274384499,0.0011438442161306739,0.009663928300142288,0.000577123777475208,0.008114774711430073,0.0006410510977730155,0.008387831971049309,0.001084594987332821,0.0077761998400092125,0.0007477109902538359,0.008381559513509274,0.0005346338148228824,0.007978267967700958,0.0031814416870474815,0.008494969457387924,0.0004076794139109552,0.008276776410639286,0.0003621927462518215,0.00792105682194233,0.0003170021518599242,0.008743690326809883,0.0005059082759544253,0.010510403662919998,0.00041821360355243087,0.009438272565603256,0.0006839209236204624,0.010073595680296421,0.00024800386745482683,0.00893063098192215,0.0007128381985239685,0.0098663829267025,0.004083541687577963,0.009530246257781982,0.0006497375434264541,0.009726309217512608,0.0022302132565528154,0.008915910497307777,0.003817025339230895,0.009225251153111458,0.0049602920189499855,0.010386427864432335,0.0025871654506772757,0.009629881009459496,0.0011067127343267202,0.012078004889190197,0.011363288387656212,0.01389449555426836,0.0031114660669118166,nan,0.014134049415588379,0.02228245884180069,0.004273350350558758,nan,0.008175494149327278,0.052023712545633316,0.0037508951500058174,0.1291234940290451
