0.self_attn,0.mlp,1.self_attn,1.mlp,2.self_attn,2.mlp,3.self_attn,3.mlp,4.self_attn,4.mlp,5.self_attn,5.mlp,6.self_attn,6.mlp,7.self_attn,7.mlp,8.self_attn,8.mlp,9.self_attn,9.mlp,10.self_attn,10.mlp,11.self_attn,11.mlp,12.self_attn,12.mlp,13.self_attn,13.mlp,14.self_attn,14.mlp,15.self_attn,15.mlp,16.self_attn,16.mlp,17.self_attn,17.mlp,18.self_attn,18.mlp,19.self_attn,19.mlp,20.self_attn,20.mlp,21.self_attn,21.mlp,22.self_attn,22.mlp,23.self_attn,23.mlp,24.self_attn,24.mlp,25.self_attn,25.mlp,26.self_attn,26.mlp,27.self_attn,27.mlp,28.self_attn,28.mlp,29.self_attn,29.mlp,30.self_attn,30.mlp,31.self_attn,31.mlp
2.8871023654937744,0.2885035276412964,0.8251708149909973,4.813289642333984,0.0710248351097107,0.11336712539196014,0.036651983857154846,0.061691973358392715,0.0287611186504364,0.11705707013607025,0.036998819559812546,0.04773266613483429,0.028425348922610283,0.039057470858097076,0.014867138117551804,0.029880817979574203,0.01657285913825035,0.0217190720140934,0.023361118510365486,0.03289308026432991,0.04962584376335144,0.017587395384907722,0.013086936436593533,0.01807357743382454,0.01582298055291176,0.01661357842385769,0.019732695072889328,0.018529685214161873,0.01136903464794159,0.01923416554927826,0.015250533819198608,0.0229390487074852,0.018853137269616127,0.03366868197917938,0.013230648823082447,0.02578716352581978,0.00876144040375948,0.02576712891459465,0.008573205210268497,0.028554050251841545,0.010923894122242928,0.028249423950910568,0.004610403440892696,0.024061596021056175,0.006901316810399294,0.022047871723771095,0.006622799672186375,0.021117569878697395,0.007061289623379707,0.02078148163855076,0.017134863883256912,0.020136933773756027,0.007323578465729952,0.022136801853775978,0.0072763776406645775,0.027144726365804672,0.010974619537591934,0.030171524733304977,0.012072470039129257,0.03375868499279022,0.00751101691275835,0.070465087890625,0.022685255855321884,0.24634456634521484
