0.self_attn,1.self_attn,2.self_attn,3.self_attn,4.self_attn,5.self_attn,6.self_attn,7.self_attn,8.self_attn,9.self_attn,10.self_attn,11.self_attn,12.self_attn,13.self_attn,14.self_attn,15.self_attn,16.self_attn,17.self_attn,18.self_attn,19.self_attn,20.self_attn,21.self_attn,22.self_attn,23.self_attn,24.self_attn,25.self_attn,26.self_attn,27.self_attn,28.self_attn,29.self_attn,30.self_attn,31.self_attn,32.self_attn,33.self_attn,34.self_attn,35.self_attn,36.self_attn,37.self_attn,38.self_attn,39.self_attn,0.mlp,1.mlp,2.mlp,3.mlp,4.mlp,5.mlp,6.mlp,7.mlp,8.mlp,9.mlp,10.mlp,11.mlp,12.mlp,13.mlp,14.mlp,15.mlp,16.mlp,17.mlp,18.mlp,19.mlp,20.mlp,21.mlp,22.mlp,23.mlp,24.mlp,25.mlp,26.mlp,27.mlp,28.mlp,29.mlp,30.mlp,31.mlp,32.mlp,33.mlp,34.mlp,35.mlp,36.mlp,37.mlp,38.mlp,39.mlp
214.23214721679688,5.770763874053955,5.221238136291504,5.743870258331299,5.097476005554199,4.959441661834717,5.010904312133789,4.998477458953857,4.989302635192871,4.991602420806885,4.979519367218018,5.145435810089111,5.0198893547058105,5.008019924163818,5.028213977813721,5.005707740783691,5.001990795135498,4.978801250457764,4.941528797149658,4.952240943908691,4.969465255737305,5.012065410614014,4.9248456954956055,4.924379825592041,4.980737209320068,4.9085211753845215,4.915032386779785,4.908924102783203,4.909083366394043,4.906735420227051,4.9179253578186035,4.906123161315918,4.92125129699707,4.908515930175781,4.911706447601318,4.933676242828369,4.943581581115723,4.99897575378418,5.124022006988525,5.1738433837890625,2164.4326171875,581.3458862304688,5.447292327880859,26.814334869384766,5.224854469299316,5.109862804412842,5.184525966644287,5.113219738006592,5.112661361694336,5.038260459899902,5.031583309173584,4.997025012969971,5.003325939178467,5.014437198638916,5.005561828613281,5.048335552215576,5.056008815765381,5.0434489250183105,5.054583549499512,5.027350425720215,5.041072845458984,5.0796403884887695,5.043329238891602,5.036219120025635,5.024435520172119,5.022024154663086,5.002818584442139,4.999363899230957,4.997188091278076,4.991899490356445,5.006444931030273,5.004073619842529,5.014913082122803,5.010880470275879,5.0493268966674805,5.037955284118652,5.191694259643555,5.190858364105225,5.502692222595215,5.9209113121032715
