0.self_attn,0.mlp,1.self_attn,1.mlp,2.self_attn,2.mlp,3.self_attn,3.mlp,4.self_attn,4.mlp,5.self_attn,5.mlp,6.self_attn,6.mlp,7.self_attn,7.mlp,8.self_attn,8.mlp,9.self_attn,9.mlp,10.self_attn,10.mlp,11.self_attn,11.mlp,12.self_attn,12.mlp,13.self_attn,13.mlp,14.self_attn,14.mlp,15.self_attn,15.mlp,16.self_attn,16.mlp,17.self_attn,17.mlp,18.self_attn,18.mlp,19.self_attn,19.mlp,20.self_attn,20.mlp,21.self_attn,21.mlp,22.self_attn,22.mlp,23.self_attn,23.mlp,24.self_attn,24.mlp,25.self_attn,25.mlp,26.self_attn,26.mlp,27.self_attn,27.mlp,28.self_attn,28.mlp,29.self_attn,29.mlp,30.self_attn,30.mlp,31.self_attn,31.mlp
2.8840854167938232,0.2859804630279541,0.8237485885620117,4.813844680786133,0.07082532346248627,0.112944096326828,0.0364391952753067,0.06145015358924866,0.028487520292401314,0.11655204743146896,0.036691926419734955,0.047358665615320206,0.028046514838933945,0.03889279067516327,0.014615893363952637,0.029560819268226624,0.016360733658075333,0.021386224776506424,0.023176148533821106,0.03259856998920441,0.0491936132311821,0.017348960041999817,0.012837503105401993,0.01781444251537323,0.015543383546173573,0.01639137975871563,0.019507603719830513,0.01829678937792778,0.011135999113321304,0.018955588340759277,0.015075978823006153,0.022715944796800613,0.01863756775856018,0.03338087350130081,0.012973994947969913,0.02556157484650612,0.00850464403629303,0.025494785979390144,0.008346052840352058,0.02829401195049286,0.010691688396036625,0.02790025994181633,0.004404217004776001,0.023777343332767487,0.00670989602804184,0.02178839221596718,0.006420722231268883,0.0208208616822958,0.006843645125627518,0.020555440336465836,0.016939107328653336,0.019878262653946877,0.007130996324121952,0.021916666999459267,0.0070775216445326805,0.026920393109321594,0.010853535495698452,0.030010392889380455,0.01188595686107874,0.03355264663696289,0.00750435795634985,0.07029657065868378,0.022620616480708122,0.2464955449104309
