algorithm,bits,wikitext2,c4,arc_easy,arc_challenge,piqa,hellaswag,winogrande,boolq,avg
awq,3.250413223140496,5.682509422302246,7.723599910736084,0.7230639730639731,0.44795221843003413,0.794341675734494,0.7545309699263095,0.7071823204419889,0.7785932721712538,0.7009440716280088
awq,2.7491735537190083,6.403796195983887,8.695117950439453,0.7289562289562289,0.42662116040955633,0.7720348204570185,0.7184823740290779,0.6985003946329913,0.790519877675841,0.689185809360119
awq,2.2516528925619834,7.337594509124756,9.94015121459961,0.6683501683501684,0.3924914675767918,0.7578890097932536,0.6876120294761999,0.6716653512233622,0.7669724770642202,0.657496750580666
