10,25,11,26,12,9,23,8,19,22,7,20,21,14,28,6
10.193233489990234,11.282166481018066,12.470590591430664,13.646384239196777,14.92016887664795,16.48798370361328,18.38207244873047,20.902530670166016,23.655454635620117,27.747180938720703,30.798227310180664,39.0448112487793,51.33128356933594,83.26240539550781,117.8588638305664,193.92153930664062
